year,shadow,name,city,region,country,latitude,longitude,is_groundhog,type,active,was_spring
2000,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2001,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2002,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2003,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2004,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2005,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2006,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2007,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2010,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2015,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2016,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Buckeye Chuck,Marion,Ohio,USA,40.6141291,-83.1321507,TRUE,Groundhog,TRUE,FALSE
1982,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1983,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1984,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1985,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1986,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1987,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1989,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1990,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1992,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1993,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1994,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1995,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1998,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2000,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2001,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2002,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2003,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2004,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2005,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2012,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2015,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2016,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2018,TRUE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2019,TRUE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2020,TRUE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
2023,FALSE,General Beauregard Lee,Jackson,Georgia,USA,33.233898,-83.9466163,TRUE,Groundhog,TRUE,FALSE
1980,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1983,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1989,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1990,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1993,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
1994,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
1995,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1998,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
1999,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2001,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2002,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2003,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2004,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2005,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2006,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2008,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2009,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2015,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2016,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2018,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2019,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2020,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
2022,TRUE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,French Creek Freddie,Upshur County,West Virginia,USA,38.8573662,-80.3149827,TRUE,Groundhog,TRUE,FALSE
1993,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
1994,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
1995,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
1996,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
1998,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2001,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2002,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2004,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2005,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2017,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2020,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2021,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
2022,FALSE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Gertie the Groundhog,Hanna City,Illinois,USA,40.732973,-89.7383042,TRUE,Groundhog,TRUE,TRUE
1983,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
1985,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
1987,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2001,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2002,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2003,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2004,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2005,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2006,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2007,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2008,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2014,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2015,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2016,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2018,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2019,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
2022,TRUE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,Dunkirk Dave,Dunkirk,New York,USA,42.4609398,-79.3944887,TRUE,Groundhog,TRUE,FALSE
1996,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
1997,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
1998,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2000,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2001,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2002,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2003,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2004,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2005,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2006,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2010,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2012,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2013,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2018,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2020,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2022,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Malverne Mel,Malverne,New York,USA,40.6793192,-73.6665466,TRUE,Groundhog,TRUE,TRUE
1982,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
1984,TRUE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
1985,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
1988,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
1993,TRUE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
1994,TRUE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
1995,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
1997,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
2005,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2009,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2011,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
2015,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2016,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
2018,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2019,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2021,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,Staten Island Chuck,New York City,New York,USA,40.6251281,-74.1175587,TRUE,Groundhog,TRUE,TRUE
1985,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
1986,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
1987,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
1994,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
